OBJECTID_1,OBJECTID,Codfavela,Nome,Cod_Comple,Complexo,Flag_Ativa,Data_Cadas,Data_saida,Data_Alter,Porte,UPP,ShapeSTArea,ShapeSTLength,Pop_SABREN,Dom_SABREN,Fonte,Bairro_,RP,RA,AP,Shape_ST_1,Shape_ST_2
534,534,1062,"Rua Embaú, nº 425",2079,Parque Unidos,1,2009-05-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6953.96435546875,365.034706201919,84,23,IBGE - Censo Demográfico 2010,0,3.6,25,3,365.0347062,6953.96434519
535,535,405,"Rua Embaú, nº 427",2079,Parque Unidos,1,1987-05-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,9674.8662109375,643.034428448432,392,97,IBGE - Censo Demográfico 2010,0,3.6,25,3,643.03442845,9674.86646089
536,536,1058,Estrela do Sul,2079,Parque Unidos,1,2009-05-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,25896.7915039062,823.799487676488,605,194,IBGE - Censo Demográfico 2010,0,3.6,25,3,823.79948768,25896.7938909
537,537,329,Beira Rio - Rua Matura (RA - Pavuna),0,Isolada,1,1981-09-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,sem informação,N,2704.27734375,253.27701034573,0,0, ,0,3.6,25,3,253.27701035,2704.27775143
538,538,1063,Vida Nova,0,Isolada,1,2009-05-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42001.3999023438,942.001664401947,793,227,IBGE - Censo Demográfico 2010,0,3.6,25,3,942.0016644,42001.3999753
539,539,344,Parque Unidos,2079,Parque Unidos,1,1981-09-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,86606.3876953125,2593.28461541945,2048,604,IBGE - Censo Demográfico 2010,0,3.6,25,3,2593.28461542,86606.3862302
540,540,342,Parque Columbia,0,Isolada,1,1981-09-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,15362.259765625,2188.42648111182,488,173,IBGE - Censo Demográfico 2010,0,3.6,25,3,2188.42648112,15362.2596357
541,541,339,Parque Acari,2073,Acari,1,1982-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,152989.51953125,2053.31911110664,6538,1884,IBGE - Censo Demográfico 2010,0,3.6,25,3,2053.3191111,152989.519105
542,542,352,Vila Rica de Irajá,2073,Acari,1,1982-02-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,301241.593261719,5269.81098359838,10215,3035,IBGE - Censo Demográfico 2010,0,3.6,25,3,5269.81098357,301241.590876
543,543,350,Vila Esperança (RA - Pavuna),2073,Acari,1,1982-03-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,139710.388183594,2595.00097244442,5233,1538,IBGE - Censo Demográfico 2010,0,3.6,25,3,2595.00097244,139710.386238
544,544,905,Estrada Pedro Borges de Freitas (próxima ao nº 323),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3556.17578125,653.738305436161,155,52,IBGE - Censo Demográfico 2010,0,3.3,14,3,653.73830543,3556.17591586
545,545,336,Margem da Linha,0,Isolada,1,1981-09-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,40269.5854492188,953.657204208352,1381,421,IBGE - Censo Demográfico 2010,0,3.6,25,3,953.6572042,40269.5868601
546,546,337,Morro do Mata Quatro,0,Isolada,1,1981-09-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,32638.1362304688,726.265425272262,884,308,IBGE - Censo Demográfico 2010,0,3.6,22,3,726.26542527,32638.1367112
547,547,343,Parque São José,2077,"Gleba I, da Antiga Fazenda Botafogo",1,1981-10-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,44705.873046875,994.769634358174,1345,418,IBGE - Censo Demográfico 2010,0,3.6,25,3,994.76963436,44705.8723041
548,548,325,Almirante Tamandaré,2077,"Gleba I, da Antiga Fazenda Botafogo",1,1981-09-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,9660.89892578125,480.635816839258,270,79,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,480.63581684,9660.89827339
549,549,222,Sociedade Beneficiente e Social Frei Sampaio,2052,Sociedade Beneficiente e Social Frei,1,1995-06-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5390.77197265625,296.104322230951,178,56,IBGE - Censo Demográfico 2010,0,3.3,15,3,296.10432223,5390.77235855
550,550,214,Oliveira Junqueira,2052,Sociedade Beneficiente e Social Frei,1,1981-12-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2455.478515625,310.474025045643,131,40,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,310.47402504,2455.47878716
551,551,935,Rua São Lourenço,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3431.4716796875,860.463502502524,129,41,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,860.4635025,3431.47070499
552,552,198,Rua Miguel Dibo,0,Isolada,1,1981-09-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,12023.8701171875,591.626845022322,534,161,IBGE - Censo Demográfico 2010,0,3.3,14,3,591.62684502,12023.8703945
553,553,448,Parque Jardim Metrô de Irajá,2049,Parque Bom Menino,1,1981-03-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,12380.892578125,536.303260820225,675,214,IBGE - Censo Demográfico 2010,0,3.3,14,3,536.30326082,12380.8932711
554,554,447,Parque Bom Menino,2049,Parque Bom Menino,1,1990-03-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,14038.443359375,616.155543191836,782,249,IBGE - Censo Demográfico 2010,0,3.3,14,3,616.15554319,14038.4415635
555,555,487,Parque Rio D'Ouro,0,Isolada,1,1991-11-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,37469.1918945312,2146.72490922349,1341,398,IBGE - Censo Demográfico 2010,0,3.3,14,3,2146.72490922,37469.1903514
556,556,194,Moisés Santana,2051,Faz Quem Quer (RA - Madureira),1,1981-09-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8043.7685546875,368.644211489238,232,59,IBGE - Censo Demográfico 2010,0,3.3,15,3,368.64421149,8043.76752415
557,557,1097,Morrinho,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3201.58251953125,479.604011175617,146,46,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,479.60401118,3201.58087038
558,558,211,Morro do Sossego (RA - Madureira),2051,Faz Quem Quer (RA - Madureira),1,1981-07-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,72967375,1329.40734153156,2796,873,IBGE - Censo Demográfico 2010,0,3.3,15,3,1329.40734153,72967.3749774
559,559,524,Maranata,2059,Vila Eugênia,1,1991-08-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2287.498046875,395.266507202264,169,55,IBGE - Censo Demográfico 2010,0,3.6,22,3,395.2665072,2287.49872636
560,560,334,"Gleba I, da Antiga Fazenda Botafogo",2077,"Gleba I, da Antiga Fazenda Botafogo",1,1981-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,470282.542480469,5103.03991617346,11704,3879,IBGE - Censo Demográfico 2010,0,3.6,25,3,5103.03991617,470282.53989
561,561,341,Parque Bela Vista,2077,"Gleba I, da Antiga Fazenda Botafogo",1,1981-09-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42294.4672851562,1300.19450596177,1487,454,IBGE - Censo Demográfico 2010,0,3.3,15,3,1300.19450596,42294.4658147
562,562,858,Rua Myron Clark (Rua Jatuaia),2078,Myron Clark,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3628.9482421875,497.671784243195,223,70,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,497.67178425,3628.94811758
563,563,859,Rua Myron Clark,2078,Myron Clark,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8210.66650390625,602.588777750743,125,37,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,602.58877775,8210.66555266
564,564,347,Rua Parnaíba,0,Isolada,1,1981-09-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1884.03515625,179.36810852219,26,9,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,179.36810852,1884.03558259
565,565,197,Morro União,0,Isolada,1,1981-09-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,134970.154785156,1741.35836034076,4627,1519,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,1741.35836034,134970.153473
566,566,190,"Avenida Automóvel Clube, nº 8.340",0,Isolada,1,1981-09-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7267.83203125,561.915489232718,352,93,IBGE - Censo Demográfico 2010,0,3.3,14,3,561.91548923,7267.8321952
567,567,200,Vila São Jorge (RA - Irajá),0,Isolada,1,1981-09-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,220244.455078125,4699.03761981952,11877,3628,IBGE - Censo Demográfico 2010,0,3.3,14,3,4699.03761982,220244.45688
568,568,508,Jardim Bárbara,0,Isolada,1,1991-11-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7474.755859375,408.561820440054,147,47,IPP com base em IBGE - Censo Demográfico 2010,0,3.6,25,3,408.56182044,7474.75661802
569,569,191,Barreira do Juca,2050,Barreira do Juca,1,1981-09-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,43292.2006835938,1576.67203934052,1331,424,IBGE - Censo Demográfico 2010,0,3.3,15,3,1576.67203934,43292.2008801
570,570,511,Parque Rafael de Oliveira,2059,Vila Eugênia,1,1991-09-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,12551.0869140625,785.070551402037,609,177,IBGE - Censo Demográfico 2010,0,3.6,22,3,785.0705514,12551.0861088
571,571,513,Rafael de Oliveira,2059,Vila Eugênia,1,1993-05-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3999.8984375,493.37995796469,223,74,IBGE - Censo Demográfico 2010,0,3.6,22,3,493.37995796,3999.89685626
572,572,518,Vila Esperança de Guadalupe,2059,Vila Eugênia,1,1991-10-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,74998.56640625,1688.63851650577,2747,845,IBGE - Censo Demográfico 2010,0,3.6,22,3,1688.63851651,74998.5648789
573,573,510,Rua do Encanamento,2059,Vila Eugênia,1,1991-10-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,24893.08203125,1221.73677701294,873,263,IBGE - Censo Demográfico 2010,0,3.3,15,3,1221.73677701,24893.0811743
574,574,743,Praça Cândida Vargas,0,Isolada,1,2003-01-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,7836.18212890625,522.590928515352,428,135,IBGE - Censo Demográfico 2010,0,3.3,15,3,522.59092851,7836.18218304
575,575,199,Vila Operária Diamantes,2050,Barreira do Juca,1,1981-10-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,13521.2241210938,918.134241093571,528,164,IBGE - Censo Demográfico 2010,0,3.3,15,3,918.1342411,13521.2251409
576,576,514,Rua Cônego Boucher Pinto,2050,Barreira do Juca,1,1991-11-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12423.509765625,907.485536357511,302,92,IBGE - Censo Demográfico 2010,0,3.3,15,3,907.48553636,12423.5083833
577,577,737,Vitória da Conquista,0,Isolada,1,2003-02-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,16706.8369140625,640.318988564278,364,100,IBGE - Censo Demográfico 2010,0,3.3,15,3,640.31898857,16706.8377407
578,578,202,Avenida do Tenente,0,Isolada,1,1981-08-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4243.82373046875,313.932190608248,188,53,IBGE - Censo Demográfico 2010,0,3.3,15,3,313.9321906,4243.82364807
579,579,204,Monte Carmelo,0,Isolada,1,1981-08-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8144.72802734375,404.973148369335,264,85,IBGE - Censo Demográfico 2010,0,3.3,15,3,404.97314837,8144.72855744
580,580,934,Beco Enedina,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8365.12451171875,384.480810284199,259,80,IBGE - Censo Demográfico 2010,0,3.3,15,3,384.48081029,8365.12443891
581,581,933,Condomínio Mandela,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6144.669921875,339.188504109386,123,41,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,339.18850411,6144.66989411
582,582,218,Parque Vila Nova,2055,Parque Vila Nova,1,1981-10-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,19525.2788085938,931.687083253528,935,294,IBGE - Censo Demográfico 2010,0,3.3,15,3,931.68708325,19525.2782676
583,583,751,Travessa Antônio Avelino,2055,Parque Vila Nova,1,2003-01-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1400.845703125,294.069707162782,111,36,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,294.06970717,1400.84709862
584,584,232,Vila das Torres,2060,Vila Santa,1,1981-08-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4037.4033203125,549.074033654165,287,92,IBGE - Censo Demográfico 2010,0,3.3,15,3,549.07403366,4037.40407975
585,585,927,Comendador Lisboa,2053,Grota,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4243.6025390625,349.962860495647,119,39,IBGE - Censo Demográfico 2010,0,3.3,15,3,349.9628605,4243.602955
586,586,753,Negrão de Lima,2053,Grota,1,2003-01-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2841.34619140625,305.923697790478,67,24,IBGE - Censo Demográfico 2010,0,3.3,15,3,305.92369779,2841.34639285
587,587,229,Morro São José,2053,Grota,1,1981-10-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,49137.3540039062,1933.80310459316,959,249,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,1933.8031046,49137.3539192
588,588,192,Faz Quem Quer (RA - Madureira),2051,Faz Quem Quer (RA - Madureira),1,1981-09-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,121487.108398438,2899.53567291645,2640,692,IBGE - Censo Demográfico 2010,0,3.3,15,3,2899.53567292,121487.104697
589,589,196,Morro do Sapê,2051,Faz Quem Quer (RA - Madureira),1,1981-09-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,93387.7255859375,3177.59595837037,2081,619,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,3177.59595838,93387.7279195
590,590,203,Buriti - Congonhas,2051,Faz Quem Quer (RA - Madureira),1,1981-08-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,88542.28515625,2195.60363394553,2752,705,IBGE - Censo Demográfico 2010,0,3.3,15,3,2195.60363395,88542.2853406
591,591,583,Comunidade de São Miguel Arcanjo,2051,Faz Quem Quer (RA - Madureira),1,1995-05-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12180.6083984375,570.832792711833,306,86,IBGE - Censo Demográfico 2010,0,3.3,15,3,570.83279272,12180.60834
592,592,235,Vila Primavera,2048,Morro do Juramento,1,1981-07-29T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,127994.828613281,2372.85504087304,1528,423,IBGE - Censo Demográfico 2010,0,3.3,15,3,2372.85504087,127994.82738
593,593,739,Visconde de Sabóia,0,Isolada,1,2003-01-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42665.3676757812,1225.02936838532,794,238,IBGE - Censo Demográfico 2010,0,3.3,15,3,1225.02936839,42665.3691647
594,594,223,"Rua Iguaçu, nº 360, casa 23",0,Isolada,1,1981-09-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,21605.537109375,741.311734610977,341,99,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,741.31173461,21605.5361855
595,595,228,Sanatório,2053,Grota,1,1981-08-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,73189.822265625,1600.70923127376,1415,396,IBGE - Censo Demográfico 2010,0,3.3,15,3,1600.70923127,73189.8218849
596,596,206,Grota,2053,Grota,1,1981-09-06T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,123749.866210938,3239.40215778256,2650,835,IBGE - Censo Demográfico 2010,0,3.3,15,3,3239.40215778,123749.863064
597,597,230,Serrinha,2053,Grota,1,1981-10-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,83846.8427734375,2672.12843888385,1010,271,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,2672.12843888,83846.8429758
598,598,660,Rua Professor Burlamáqui,2053,Grota,1,2002-04-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,29852.1494140625,1298.67624879383,408,118,IBGE - Censo Demográfico 2010,0,3.3,15,3,1298.6762488,29852.1494188
599,599,853,"Rua Silva Vale, nº 108",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5088.607421875,328.249707522641,140,45,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,328.24970752,5088.60722719
600,600,845,Morro do Quilombo,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7129.087890625,575.050712845347,128,39,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,575.05071284,7129.08736387
601,601,849,"Estrada Guandu do Sapé, nº 870",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2034.5029296875,221.903243140011,72,23,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,221.90324314,2034.50330851
602,602,847,Estrada João Melo (altura do nº 460 - Caminho do Pastoria),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7604.75439453125,523.065914546894,142,39,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,523.06591454,7604.75472194
603,603,1070,Recanto dos Pássaros,0,Isolada,1,2009-05-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4415.90966796875,355.372218195784,13,4,IBGE - Censo Demográfico 2010,0,5.2,18,5,355.37221819,4415.90983749
604,604,680,Vila Verde (RA - Campo Grande),2129,Nova Esperança (RA - Campo Grande),1,2002-04-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,36814.8017578125,1350.27201693841,744,229,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1350.27201693,36814.8004003
605,605,987,Estrada da Posse,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7446.07421875,378.318152783118,134,43,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,378.31815278,7446.07459638
606,606,285,Anes Dias,2118,Fazenda Coqueiro,1,1981-10-06T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,9203.173828125,418.809690443201,331,113,IBGE - Censo Demográfico 2010,0,5.2,18,5,418.80969044,9203.17553588
607,607,684,Rua Sem Nome,0,Isolada,1,2002-04-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,13925.0380859375,1241.8459624069,110,35,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1241.84596239,13925.0370021
608,608,989,Rua Paulo Martins (próxima ao Lt 12 - Qd B),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,918.63671875,180.875682945344,69,21,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,180.87568294,918.63583184
609,609,673,Professora Justina Marques,0,Isolada,1,2002-04-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,18446.6450195312,1335.97380746298,261,78,IBGE - Censo Demográfico 2010,0,5.2,18,5,1335.97380747,18446.6471494
610,610,681,Nova Esperança (RA - Campo Grande),2129,Nova Esperança (RA - Campo Grande),1,2002-04-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,53137.3354492188,1571.85365631857,1008,324,IBGE - Censo Demográfico 2010,0,5.2,18,5,1571.85365632,53137.3324077
611,611,682,Retiro do Lameirão,2129,Nova Esperança (RA - Campo Grande),1,2002-04-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,50052.47265625,1170.23407909522,869,272,IBGE - Censo Demográfico 2010,0,5.2,18,5,1170.23407909,50052.4729851
612,612,712,Vale dos Eucaliptos,0,Isolada,1,2002-04-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,23649.1098632812,804.836954299697,483,126,IBGE - Censo Demográfico 2010,0,5.2,18,5,804.8369543,23649.1097542
613,613,994,Estrada Duarte Nunes (em frente ao nº 97),2127,Marcondes da Luz,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12466.1640625,639.360077912411,209,59,IBGE - Censo Demográfico 2010,0,5.2,18,5,639.3600779,12466.1646715
614,614,416,Joaquim Magalhães,2127,Marcondes da Luz,1,1987-10-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21926.6889648438,1002.55371808958,402,127,IBGE - Censo Demográfico 2010,0,5.2,18,5,1002.55371809,21926.6881923
615,615,719,Vasconcelos,2127,Marcondes da Luz,1,2002-04-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,19050.6279296875,679.197567520759,518,154,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,679.19756752,19050.6269
616,616,998,Marcondes da Luz,2127,Marcondes da Luz,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,26287.2368164062,704.834348987293,438,147,IBGE - Censo Demográfico 2010,0,5.2,18,5,704.83434899,26287.2372136
617,617,997,"Avenida Joaquim Magalhães, nº 499",2127,Marcondes da Luz,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2709.90625,215.15657512307,82,24,IBGE - Censo Demográfico 2010,0,5.2,18,5,215.15657512,2709.9065576
618,618,995,Serra Verde,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,16893.9379882812,966.693339137371,266,88,IBGE - Censo Demográfico 2010,0,5.2,18,5,966.69333913,16893.9367324
619,619,724,Prolongamento Senhora,0,Isolada,1,2003-02-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,37501.291015625,1196.05520106516,371,121,IBGE - Censo Demográfico 2010,0,5.2,18,5,1196.05520107,37501.2903609
620,620,604,Conjunto Minas de Prata,0,Isolada,1,1995-06-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,19672.27734375,794.713166584103,297,85,IBGE - Censo Demográfico 2010,0,5.2,18,5,794.71316659,19672.2765801
621,621,846,Estrada da Caroba,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2350.3330078125,260.866303841231,70,19,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,260.86630384,2350.33396404
622,622,286,"Estrada da Caroba, nº 889",0,Isolada,1,1981-09-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1662.455078125,204.570322526445,50,12,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,204.57032252,1662.45644578
623,623,996,Caruba,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3388.611328125,697.975597697618,139,42,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,697.9755977,3388.61308817
624,624,415,Jardim Moriçaba,0,Isolada,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,118542.098632812,3884.09687992721,2209,639,IBGE - Censo Demográfico 2010,0,5.2,18,5,3884.09687992,118542.100852
625,625,633,São Jerônimo,0,Isolada,1,2004-01-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,240800.988769531,4581.66875939115,3317,971,IBGE - Censo Demográfico 2010,0,5.2,18,5,4581.6687594,240800.988385
626,626,400,Batuta de Cordovil,0,Isolada,1,1986-05-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,9188.33935546875,383.990863083779,674,189,IBGE - Censo Demográfico 2010,0,3.5,31,3,383.99086309,9188.33863418
627,627,118,Mangueirinha,2030,Morro da Guaíba,1,1981-04-30T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,34219.4580078125,1112.01224814987,1035,314,IPP com base em IBGE - Censo Demográfico 2010,0,3.5,11,3,1112.01224814,34219.4574021
628,628,401,Chega Mais,2033,Dourados,1,1985-04-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,3709.5205078125,495.197059932673,555,131,IBGE - Censo Demográfico 2010,0,3.5,31,3,495.19705994,3709.51922699
629,629,1085,Castelo de Lucas,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1392.189453125,160.507650246483,62,21,IPP com base em IBGE - Censo Demográfico 2010,0,3.5,31,3,160.50765025,1392.18910659
630,630,551,Pedacinho do Céu,2033,Dourados,1,1991-12-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,7784.5712890625,357.124072038259,434,121,IBGE - Censo Demográfico 2010,0,3.5,31,3,357.12407204,7784.57170097
631,631,742,Cantinho do Rio,2033,Dourados,1,2003-01-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2257.814453125,197.426122152148,139,43,IBGE - Censo Demográfico 2010,0,3.5,31,3,197.42612215,2257.81470731
632,632,117,Dourados,2033,Dourados,1,1981-04-30T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,37005.0942382812,1304.30800845465,676,131,IBGE - Censo Demográfico 2010,0,3.5,31,3,1304.30800845,37005.0957295
